Company Name,Type,Ex-Date,Record Date,Date Paid/Payable,Particulars
"AVAPLAS LTD","DIVIDEND","17 Dec 2003","19 Dec 2003","06 Jan 2004","2% ONE-TIER TAX"
"GIANT WIRELESS TECHNOLOGY LTD","DIVIDEND","17 Dec 2003","19 Dec 2003","09 Jan 2004","25%"
"TRANSIT-MIXED CONCRETE LTD","ENTITL.","17 Dec 2003","19 Dec 2003","30 Dec 2003","CASHD $0.02/SH"
"ASIA DEKOR HOLDINGS LIMITED","DIVIDEND","16 Dec 2003","18 Dec 2003","02 Jan 2004","CNY 0.0094"
"AUSSINO GROUP LTD","DIVIDEND","15 Dec 2003","17 Dec 2003","05 Jan 2004","SGD 0.01875 TAX EXEMPT"
"FRONTLINE TECH CORP LTD","DIVIDEND","15 Dec 2003","17 Dec 2003","30 Dec 2003","SGD 0.005 LESS TAX"
"ISHARES S&P500 IVV 10","DIVIDEND","15 Dec 2003","17 Dec 2003","24 Dec 2003","USD 0.51447 LESS TAX"
"LANTROVISION (S) LTD","BONUS","15 Dec 2003","17 Dec 2003","","OFFER OF 1 FOR 2"
"BUKIT SEMBAWANG ESTATES LTD","DIVIDEND","12 Dec 2003","16 Dec 2003","30 Dec 2003","20% LESS TAX"
"JTC S$300M 5%N090623","INTEREST","12 Dec 2003","16 Dec 2003","23 Dec 2003","230603-221203 5%"
"ASIATRAVEL.COM HOLDINGS LTD","DIVIDEND","11 Dec 2003","15 Dec 2003","29 Dec 2003","14.01% ONE-TIER TAX"
"GP INDUSTRIES LIMITED","DIVIDEND","11 Dec 2003","15 Dec 2003","07 Jan 2004","11.5% TAX EXEMPT"
"TAT HONG HOLDINGS LTD","DIVIDEND","11 Dec 2003","15 Dec 2003","31 Dec 2003","SGD 0.00546 NET OF TAX"
"AAT CORPORATION LIMITED","DIVIDEND","10 Dec 2003","12 Dec 2003","19 Dec 2003","UNFRANKED AUD 0.005 LESS TAX"
"ABERDEEN ASSET MGT PLC","DIVIDEND","10 Dec 2003","12 Dec 2003","25 Feb 2004","GBP 0.02"
"COURTS SINGAPORE LIMITED","DIVIDEND","10 Dec 2003","12 Dec 2003","30 Dec 2003","SGD 0.0055 LESS TAX"
"GP BATTERIES INT LTD","DIVIDEND","10 Dec 2003","12 Dec 2003","05 Jan 2004","SGD 0.057 TAX EXEMPT"
"SINGAPORE PRESS HLDGS LTD","DIVIDEND","09 Dec 2003","11 Dec 2003","23 Dec 2003","SGD 0.5 LESS TAX"
"SINGAPORE PRESS HLDGS LTD","DIVIDEND","09 Dec 2003","11 Dec 2003","23 Dec 2003","SGD 0.3 LESS TAX"
"CREATIVE TECHNOLOGY LTD","DIVIDEND","08 Dec 2003","10 Dec 2003","23 Dec 2003","USD 0.25 TAX EXEMPT"
"HYFLUX LTD","BONUS","08 Dec 2003","10 Dec 2003","","OFFER OF 1 FOR 4"
"OCBC 4.2% NCPS","DIVIDEND","08 Dec 2003","10 Dec 2003","22 Dec 2003","140703-191203 4.2% NET OF TAX"
"OCBCS$500M4.5%NCPS 100","DIVIDEND","08 Dec 2003","10 Dec 2003","22 Dec 2003","200603-191203 4.5% NET OF TAX"
"PAN-UNITED CORPORATION LTD","DIVIDEND","08 Dec 2003","10 Dec 2003","19 Dec 2003","SGD 0.006 LESS TAX"
"RAFFLES EDUCATION CORP LTD","DIVIDEND","08 Dec 2003","10 Dec 2003","19 Dec 2003","SGD 0.0075 ONE-TIER TAX"
"CSA HOLDINGS LTD","DIVIDEND","05 Dec 2003","09 Dec 2003","27 Jan 2004","SCRIP DIV OPT 5% LESS TAX"
"METRO HOLDINGS LIMITED","DIVIDEND","05 Dec 2003","09 Dec 2003","19 Dec 2003","SGD 0.15 LESS TAX"
"AMTEK ENGINEERING LTD","DIVIDEND","04 Dec 2003","08 Dec 2003","18 Dec 2003","13% LESS TAX"
"KIAN ANN ENGINEERING LTD","DIVIDEND","04 Dec 2003","08 Dec 2003","18 Dec 2003","2.125% LESS TAX"
"SURFACE MOUNT TECH (HLDGS) LTD","DIVIDEND","04 Dec 2003","08 Dec 2003","22 Dec 2003","HKD 0.03"
"TINCEL S$295.5M7.4%JB110613","INTEREST","04 Dec 2003","08 Dec 2003","15 Dec 2003","130603-121203 7.4%"
"TINCEL S$689M5%SB110613","INTEREST","04 Dec 2003","08 Dec 2003","15 Dec 2003","130603-121203 5%"
"TIONG WOON CORP HOLDING LTD","DIVIDEND","04 Dec 2003","08 Dec 2003","17 Dec 2003","1.8% LESS TAX"
"TIONG WOON CORP HOLDING LTD","DIVIDEND","04 Dec 2003","08 Dec 2003","17 Dec 2003","1.7% ONE-TIER TAX"
"ASIA POWER CORP LTD","DIVIDEND","03 Dec 2003","05 Dec 2003","17 Dec 2003","SGD 0.005 TAX EXEMPT"
"AVJENNINGS LIMITED","DIVIDEND","03 Dec 2003","05 Dec 2003","16 Dec 2003","FULLY FRANKED AUD 0.035"
"DATAPULSE TECHNOLOGY LIMITED","DIVIDEND","03 Dec 2003","05 Dec 2003","18 Dec 2003","SGD 0.005 NET OF TAX"
"DATAPULSE TECHNOLOGY LIMITED","DIVIDEND","03 Dec 2003","05 Dec 2003","18 Dec 2003","SGD 0.005 TAX EXEMPT"
"DATAPULSE TECHNOLOGY LIMITED","DIVIDEND","03 Dec 2003","05 Dec 2003","18 Dec 2003","SGD 0.02 TAX EXEMPT"
"ENG KONG HOLDINGS LIMITED","ENTITL.","03 Dec 2003","05 Dec 2003","19 Jan 2004","DIFF SUM SGD 0.00468"
"SCINTRONIX CORPORATION LTD.","DIVIDEND","03 Dec 2003","05 Dec 2003","18 Dec 2003","2.5% LESS TAX"
"HARTFORD EDUCATION CORP LTD","DIVIDEND","02 Dec 2003","04 Dec 2003","15 Dec 2003","SGD 0.005 LESS TAX"
"HEALTH MANAGEMENT INTL LTD","RIGHTS","02 Dec 2003","04 Dec 2003","","OFFER OF 1 FOR 2 @ SGD 0.05"
"JAYA HOLDINGS LTD","DIVIDEND","02 Dec 2003","04 Dec 2003","15 Dec 2003","20% TAX EXEMPT"
"LUM CHANG HOLDINGS LIMITED","DIVIDEND","02 Dec 2003","04 Dec 2003","19 Dec 2003","2.5% LESS TAX"
"NEXT-GEN SATELLITE COMM LTD","DIVIDEND","02 Dec 2003","04 Dec 2003","22 Dec 2003","4% LESS TAX"
"PENTEX-SCHWEIZERCIRCUITS LTD","DIVIDEND","02 Dec 2003","04 Dec 2003","22 Dec 2003","5.5% TAX EXEMPT"
"MMI HOLDINGS LTD","DIVIDEND","01 Dec 2003","03 Dec 2003","17 Dec 2003","SGD 0.0028 LESS TAX"
"WEIYE HOLDINGS LIMITED","DIVIDEND","01 Dec 2003","03 Dec 2003","16 Dec 2003","SGD 0.01 LESS TAX"
"GUOCOLAND LIMITED","DIVIDEND","28 Nov 2003","02 Dec 2003","11 Dec 2003","SGD 0.08 LESS TAX"
"LTA $500M4.81%N100609","INTEREST","28 Nov 2003","02 Dec 2003","09 Dec 2003","090603-081203 4.81%"
"EU YAN SANG INTERNATIONAL LTD","DIVIDEND","27 Nov 2003","01 Dec 2003","12 Dec 2003","SGD 0.006 LESS TAX"
"EU YAN SANG INTERNATIONAL LTD","DIVIDEND","27 Nov 2003","01 Dec 2003","29 Jan 2004","SGD 0.00132 ONE-TIER TAX"
"GRP LTD","DIVIDEND","27 Nov 2003","01 Dec 2003","18 Dec 2003","SGD 0.0039 NET OF TAX"
"MICRO-MECHANICS (HOLDINGS) LTD","DIVIDEND","27 Nov 2003","01 Dec 2003","11 Dec 2003","SGD 0.01 TAX EXEMPT"
"OCEANUS GROUP LIMITED","DIVIDEND","27 Nov 2003","01 Dec 2003","10 Dec 2003","SGD 0.003 ONE-TIER TAX"
"SPINDEX INDUSTRIES LIMITED","DIVIDEND","27 Nov 2003","01 Dec 2003","11 Dec 2003","SGD 0.005 LESS TAX"
"TAMPINES S$108M 5.625%SA061207","INTEREST","27 Nov 2003","01 Dec 2003","08 Dec 2003","070603-061203 5.625%"
"TAMPINES S$72M 6%JB 061207","INTEREST","27 Nov 2003","01 Dec 2003","08 Dec 2003","070603-061203 6%"
"ASL MARINE HOLDINGS LTD","DIVIDEND","26 Nov 2003","28 Nov 2003","18 Dec 2003","SGD 0.014 ONE-TIER TAX"
"GES INTERNATIONAL LIMITED","DIVIDEND","26 Nov 2003","28 Nov 2003","12 Dec 2003","5% TAX EXEMPT"
"SILVERLAKE AXIS LTD","DIVIDEND","26 Nov 2003","28 Nov 2003","19 Dec 2003","SGD 0.0055 ONE-TIER TAX"
"SIM LIAN GROUP LIMITED","DIVIDEND","26 Nov 2003","28 Nov 2003","10 Dec 2003","SGD 0.015 LESS TAX"
"SIM LIAN GROUP LIMITED","DIVIDEND","26 Nov 2003","28 Nov 2003","10 Dec 2003","SGD 0.005 LESS TAX"
"CHEUNG WOH TECHNOLOGIES LTD","DIVIDEND","24 Nov 2003","27 Nov 2003","08 Dec 2003","SGD 0.003 TAX EXEMPT"
"LOYZ ENERGY LIMITED","DIVIDEND","24 Nov 2003","27 Nov 2003","12 Dec 2003","SGD 0.00546 NET OF TAX"
"PERTAMA HOLDINGS LIMITED","DIVIDEND","24 Nov 2003","27 Nov 2003","10 Dec 2003","SGD 0.0105 LESS TAX"
"SANTAK HOLDINGS LIMITED","DIVIDEND","24 Nov 2003","27 Nov 2003","09 Dec 2003","SGD 0.00455 LESS TAX"
"SANTAK HOLDINGS LIMITED","DIVIDEND","24 Nov 2003","27 Nov 2003","09 Dec 2003","SGD 0.000507 ONE-TIER TAX"
"TAI SIN ELECTRIC LIMITED","DIVIDEND","24 Nov 2003","27 Nov 2003","12 Dec 2003","SGD 0.005 LESS TAX"
"ENG KONG HOLDINGS LIMITED","DIVIDEND","21 Nov 2003","26 Nov 2003","11 Dec 2003","SGD 0.006 LESS TAX"
"F J BENJAMIN HOLDINGS LTD","DIVIDEND","21 Nov 2003","26 Nov 2003","08 Dec 2003","SGD 0.0025 LESS TAX"
"FIRST ENGINEERING LTD","DIVIDEND","21 Nov 2003","26 Nov 2003","08 Dec 2003","4% TAX EXEMPT"
"NEW TOYO INT HLDGS LTD","DIVIDEND","21 Nov 2003","26 Nov 2003","08 Dec 2003","8.09% LESS TAX"
"WHEELOCK PROPERTIES (S) LTD","DIVIDEND","21 Nov 2003","26 Nov 2003","10 Dec 2003","SGD 0.015 LESS TAX"
"SPDR DJIA ETF TRUST","DIVIDEND","20 Nov 2003","24 Nov 2003","15 Dec 2003","USD 0.31001 LESS TAX"
"CHUAN HUP HOLDINGS LIMITED","DIVIDEND","19 Nov 2003","21 Nov 2003","10 Dec 2003","SGD 0.017 TAX EXEMPT"
"JTC S$300M4.75%N051201","INTEREST","19 Nov 2003","21 Nov 2003","01 Dec 2003","010603-301103 4.75%"
"CH OFFSHORE LTD","DIVIDEND","18 Nov 2003","20 Nov 2003","08 Dec 2003","SGD 0.01 TAX EXEMPT"
"INFORMATICS EDUCATION LTD.","DIVIDEND","18 Nov 2003","20 Nov 2003","10 Dec 2003","SGD 0.0065 LESS TAX"
"PCI LTD","DIVIDEND","18 Nov 2003","20 Nov 2003","08 Dec 2003","SGD 0.015 LESS TAX"
"STI ETF","DIVIDEND","18 Nov 2003","20 Nov 2003","04 Dec 2003","SGD 0.26 NET OF TAX"
"MTQ CORPORATION LIMITED","DIVIDEND","17 Nov 2003","19 Nov 2003","03 Dec 2003","4% LESS TAX"
"ICONIC HOLDINGS LIMITED","DIVIDEND","13 Nov 2003","17 Nov 2003","01 Dec 2003","SGD 0.0023 LESS TAX"
"AUSTRALAND PROPERTYGROUP","ENTITL.","12 Nov 2003","18 Nov 2003","","SHARE SCHEME"
"AUSTRALAND PROPERTYGROUP","OFFER","12 Nov 2003","18 Nov 2003","","NONREN ENTITLEM"
"LTA S$300M4.08%N120521","INTEREST","12 Nov 2003","14 Nov 2003","21 Nov 2003","210503-201103 4.08%"
"PORTEK INTERNATIONAL LIMITED","DIVIDEND","12 Nov 2003","14 Nov 2003","26 Nov 2003","SGD 0.0088 NET OF TAX"
"SMRT CORPORATION LTD","DIVIDEND","12 Nov 2003","14 Nov 2003","28 Nov 2003","SGD 0.013 LESS TAX"
"GUOCOLAND LTD 4.5%NCCPS051129","DIVIDEND","11 Nov 2003","13 Nov 2003","01 Dec 2003","290503-281103 SGD 0.045 LESS TAX"
"SATS LTD.","DIVIDEND","11 Nov 2003","13 Nov 2003","28 Nov 2003","SGD 0.03 LESS TAX"
"SENGKANGM S$201M4.88%SB121120","INTEREST","11 Nov 2003","13 Nov 2003","20 Nov 2003","200503 - 191103 4.88%"
"SENGKANGMALL S$134M8%JB121120","INTEREST","11 Nov 2003","13 Nov 2003","20 Nov 2003","200503-191103 8%"
"SIA ENGINEERING CO LTD","DIVIDEND","11 Nov 2003","13 Nov 2003","28 Nov 2003","SGD 0.02 TAX EXEMPT"
"SEA VIEW HOTEL LTD","DIVIDEND","10 Nov 2003","12 Nov 2003","27 Nov 2003","5% LESS TAX"
"CHINA MERCHANTS PROP DEVTCOLTD","RIGHTS","07 Nov 2003","11 Nov 2003","","RMB 8.93 OFFER OF 3 FOR 10 @ CNY 8.93"
"CHOSEN HOLDINGS LIMITED","DIVIDEND","06 Nov 2003","10 Nov 2003","20 Nov 2003","SGD 0.005 LESS TAX"
"CHOSEN HOLDINGS LIMITED","DIVIDEND","06 Nov 2003","10 Nov 2003","20 Nov 2003","SGD 0.005 LESS TAX"
"ELEC & ELTEK INT CO LTD","DIVIDEND","04 Nov 2003","06 Nov 2003","18 Nov 2003","SGD 0.05 TAX EXEMPT"
"ELEC & ELTEK INT CO LTD","DIVIDEND","04 Nov 2003","06 Nov 2003","18 Nov 2003","SGD 0.12 TAX EXEMPT"
"HDB S$500M4.25%N060513","INTEREST","04 Nov 2003","06 Nov 2003","13 Nov 2003","130503-121103 4.25%"
"TEE INTERNATIONAL LIMITED","DIVIDEND","04 Nov 2003","06 Nov 2003","27 Nov 2003","5.5% LESS TAX"
"COSCO INVESTMENT LTD RCCPS","DIVIDEND","03 Nov 2003","05 Nov 2003","17 Nov 2003","SGD 0.057 LESS TAX"
"DBSBANK S$1.1B6% NCPS","DIVIDEND","31 Oct 2003","04 Nov 2003","17 Nov 2003","160503-161103 6% LESS TAX"
"ROBINSON & CO. LTD","DIVIDEND","31 Oct 2003","04 Nov 2003","20 Nov 2003","SGD 0.22 LESS TAX"
"BRITISH & MALAYAN TRUSTEES LTD","DIVIDEND","30 Oct 2003","03 Nov 2003","13 Nov 2003","SGD 0.56 LESS TAX"
"LTA $500M4.17%N160510","INTEREST","30 Oct 2003","03 Nov 2003","10 Nov 2003","100503-091103 4.17%"
"SINGAPURA FINANCE LTD","DIVIDEND","30 Oct 2003","03 Nov 2003","12 Nov 2003","6% LESS TAX"
"GENTING HONG KONG LIMITED","RIGHTS","29 Oct 2003","31 Oct 2003","","HK$2.25 OFFER OF 7 FOR 100 @ USD 2.25"
"RAFFLES EDUCATION CORP LTD","BONUS","29 Oct 2003","31 Oct 2003","","OFFER OF 1 FOR 2"
"RAFFLES EDUCATION CORP LTD","DIVIDEND","29 Oct 2003","31 Oct 2003","11 Nov 2003","SGD 0.02 ONE-TIER TAX"
"SINGAPORE EXCHANGE LIMITED","DIVIDEND","28 Oct 2003","30 Oct 2003","12 Nov 2003","SGD 0.34 LESS TAX"
"SINGAPORE EXCHANGE LIMITED","DIVIDEND","28 Oct 2003","30 Oct 2003","12 Nov 2003","SGD 0.035 LESS TAX"
"ASCENDAS REAL ESTATE INV TRUST","DIVIDEND","23 Oct 2003","28 Oct 2003","21 Nov 2003","010403-300903 SGD 0.0405 LESS TAX"
"HUAN HSIN HOLDINGS LTD","DIVIDEND","23 Oct 2003","28 Oct 2003","06 Nov 2003","4% TAX EXEMPT"
"YUEXIU PROPERTY CO LIMITED","DIVIDEND","23 Oct 2003","28 Oct 2003","10 Nov 2003","HKD 0.008"
"GKE CORPORATION LIMITED","DIVIDEND","22 Oct 2003","27 Oct 2003","06 Nov 2003","SGD 0.00275 ONE-TIER TAX"
"ROWSLEY LTD.","RIGHTS","21 Oct 2003","23 Oct 2003","","1RS+2WTS FOR2SH OFFER OF 1 FOR 2 @ SGD 0.04"
"DOVECHEM STOLTHAVEN LIMITED","DIVIDEND","20 Oct 2003","22 Oct 2003","12 Nov 2003","SGD 0.0125 LESS TAX"
"SPDR DJIA ETF TRUST","DIVIDEND","17 Oct 2003","21 Oct 2003","17 Nov 2003","USD 0.12385 LESS TAX"
"DUTY FREE INTERNATIONALLIMITED","DIVIDEND","16 Oct 2003","20 Oct 2003","31 Oct 2003","10% ONE-TIER TAX"
"KHONG GUAN FLOUR MILLING LTD","DIVIDEND","16 Oct 2003","20 Oct 2003","10 Nov 2003","SGD 0.06 LESS TAX"
"TAT SENG PACKAGING GROUP LTD","DIVIDEND","16 Oct 2003","20 Oct 2003","05 Nov 2003","SGD 0.01 LESS TAX"
"AUSTRALAND PROPERTYGROUP","DIVIDEND","15 Oct 2003","17 Oct 2003","10 Nov 2003","FULLY FRANKED AUD 0.03"
"JTC S$200M4.826%N121024","INTEREST","15 Oct 2003","17 Oct 2003","27 Oct 2003","240403-231003 4.826%"
"CSC S$24846734 6.5%LNSTK050427","INTEREST","14 Oct 2003","16 Oct 2003","28 Oct 2003","290403-281003 6.5%"
"OMNI MOLD LTD","ENTITL.","14 Oct 2003","16 Oct 2003","","TECH GROUP SH"
"STAMFORD TYRES CORP LTDW070220","ENTITL.","13 Oct 2003","15 Oct 2003","","5WTSREPLACE2WTS"
"STAMFORD TYRES CORPORATIONLTD","ENTITL.","13 Oct 2003","15 Oct 2003","","STOCK SPLIT OFFER OF 5 FOR 2"
"BOARDROOM LIMITED","DIVIDEND","10 Oct 2003","14 Oct 2003","28 Oct 2003","SGD 0.019 LESS TAX"
"HOTEL MALAYSIA LTD","ENTITL.","09 Oct 2003","14 Oct 2003","","VOL LIQ"
"FLEXTECH S$14969001LNSTK071023","INTEREST","08 Oct 2003","10 Oct 2003","23 Oct 2003","240403-231003 3.75% LESS TAX"
"AMPLEFIELD LIMITED","ENTITL.","06 Oct 2003","08 Oct 2003","","CAP CONSOLIDATE OFFER OF 1 FOR 2"
"AURIC PACIFIC GROUP LIMITED","DIVIDEND","06 Oct 2003","08 Oct 2003","22 Oct 2003","SGD 0.02 TAX EXEMPT"
"STAMFORD TYRES CORPORATIONLTD","DIVIDEND","29 Sep 2003","01 Oct 2003","15 Oct 2003","SGD 0.025 LESS TAX"
"STAMFORD TYRES CORPORATIONLTD","DIVIDEND","29 Sep 2003","01 Oct 2003","15 Oct 2003","SGD 0.01 LESS TAX"
"KINGBOARD COPPER FOIL HDGS LTD","DIVIDEND","26 Sep 2003","30 Sep 2003","15 Oct 2003","HKD 0.01"
"NOMURA HOLDINGS INC","DIVIDEND","26 Sep 2003","30 Sep 2003","","ESTIMATEDYEN7.5 JPY 7.5"
"PRIMA LTD","ENTITL.","25 Sep 2003","29 Sep 2003","22 Oct 2003","CASH S$6.21/SH"
"TPV TECHNOLOGY LIMITED","DIVIDEND","24 Sep 2003","26 Sep 2003","15 Oct 2003","USD 0.0031"
"CIH LIMITED","DIVIDEND","23 Sep 2003","25 Sep 2003","14 Nov 2003","SCRIP DIV OPT SGD 0.02 TAX EXEMPT"
"AP OIL INTERNATIONAL LIMITED","BONUS","22 Sep 2003","24 Sep 2003","","OFFER OF 1 FOR 5"
"DELONG HOLDINGS LIMITED","ENTITL.","19 Sep 2003","23 Sep 2003","","REFER LM/1392"
"DELONG HOLDINGS LIMITED","RIGHTS","19 Sep 2003","23 Sep 2003","","REFER LM/1392 OFFER OF 1 FOR 4 @ $0.05"
"SPDR DJIA ETF TRUST","DIVIDEND","19 Sep 2003","23 Sep 2003","13 Oct 2003","USD 0.19632 LESS TAX"
"SPDR S&P 500 ETF TRUST","DIVIDEND","19 Sep 2003","23 Sep 2003","31 Oct 2003","USD 0.40006 LESS TAX"
"HTL INT'L HOLDINGS LIMITED","DIVIDEND","18 Sep 2003","22 Sep 2003","03 Oct 2003","SGD 0.009 ONE-TIER TAX"
"ROLY INTERNATIONAL HLDGS LTD","DIVIDEND","18 Sep 2003","22 Sep 2003","01 Oct 2003","SGD 0.0048"
"STRAITS TRADING CO. LTD","DIVIDEND","18 Sep 2003","22 Sep 2003","08 Oct 2003","LESS MSIANTAX SGD 0.02 LESS TAX"
"SINGAMAS CONTAINER HLDGS LTD","DIVIDEND","17 Sep 2003","19 Sep 2003","30 Sep 2003","HKD 0.03"
"CSC HOLDINGS LTD","RIGHTS","16 Sep 2003","18 Sep 2003","","OFFER OF 1 FOR 1 @ SGD 0.02"
"CSC WARRANTS 050427","ENTITL.","16 Sep 2003","18 Sep 2003","","384WT/1000WT"
"ASPIAL CORPORATION LIMITED","DIVIDEND","15 Sep 2003","17 Sep 2003","30 Sep 2003","SGD 0.02 LESS TAX"
"ASPIAL CORPORATION LIMITED","DIVIDEND","15 Sep 2003","17 Sep 2003","30 Sep 2003","SGD 0.03 LESS TAX"
"ISHARES S&P500 IVV 10","DIVIDEND","15 Sep 2003","17 Sep 2003","24 Sep 2003","USD 0.421201 LESS TAX"
"LUNG KEE (BERMUDA) HLDGS LTD","DIVIDEND","15 Sep 2003","17 Sep 2003","07 Oct 2003","HKD 0.07"
"PEOPLE'S FOOD HOLDINGS LIMITED","DIVIDEND","15 Sep 2003","17 Sep 2003","08 Oct 2003","CNY 0.064"
"CEI CONTRACT MANUFACTURING LTD","BONUS","12 Sep 2003","16 Sep 2003","","OFFER OF 1 FOR 10"
"SHANGRI-LA ASIA LIMITED","DIVIDEND","12 Sep 2003","16 Sep 2003","18 Nov 2003","SCRIP ALT HKD 0.06"
"UNITED FOOD HOLDINGS LIMITED","DIVIDEND","12 Sep 2003","16 Sep 2003","26 Sep 2003","CNY 0.042"
"UNITED FOOD HOLDINGS LIMITED","DIVIDEND","12 Sep 2003","16 Sep 2003","26 Sep 2003","CNY 0.063"
"GIANT WIRELESS TECHNOLOGY LTD","DIVIDEND","11 Sep 2003","15 Sep 2003","02 Oct 2003","25%"
"HDB S$300M5.07%N090921","INTEREST","11 Sep 2003","15 Sep 2003","22 Sep 2003","210303-200903 5.07%"
"HONG LEONG ASIA LTD.","DIVIDEND","11 Sep 2003","15 Sep 2003","29 Sep 2003","SGD 0.02 LESS TAX"
"INFINIO GROUP LIMITED","DIVIDEND","11 Sep 2003","15 Sep 2003","26 Sep 2003","15% LESS TAX"
"JARDINE CYCLE & CARRIAGE LTD","DIVIDEND","11 Sep 2003","15 Sep 2003","26 Sep 2003","SGD 0.03 LESS TAX"
"OSSIA INTERNATIONAL LTD","ENTITL.","11 Sep 2003","15 Sep 2003","","1235.04ITGSH/1K"
"POH TIONG CHOON LOGISTICS LTD","DIVIDEND","11 Sep 2003","15 Sep 2003","26 Sep 2003","SGD 0.0025 LESS TAX"
"TAT HONG HOLDINGS LTD","DIVIDEND","11 Sep 2003","15 Sep 2003","30 Sep 2003","SGD 0.00468 NET OF TAX"
"TSIT WING INTL HOLDINGS LTD","DIVIDEND","11 Sep 2003","15 Sep 2003","25 Sep 2003","14%"
"UOB-KAY HIAN HOLDINGS LIMITED","DIVIDEND","11 Sep 2003","15 Sep 2003","30 Sep 2003","SGD 0.005 LESS TAX"
"UPP HOLDINGS LIMITED","DIVIDEND","11 Sep 2003","15 Sep 2003","30 Sep 2003","SGD 0.00125 ONE-TIER TAX"
"ASIATIC GROUP (HOLDINGS) LTD","DIVIDEND","10 Sep 2003","12 Sep 2003","24 Sep 2003","SGD 0.0039 ONE-TIER TAX"
"JK YAMING INT'L HLDGS LTD","DIVIDEND","10 Sep 2003","12 Sep 2003","30 Sep 2003","5% ONE-TIER TAX"
"RSH LIMITED","BONUS","10 Sep 2003","12 Sep 2003","","OFFER OF 1 FOR 10"
"SINGAPORE REINSURANCE COR LTD","DIVIDEND","10 Sep 2003","12 Sep 2003","24 Sep 2003","FIRST&INTERIM 5% LESS TAX"
"HDB S$500M3.215%N060918","INTEREST","09 Sep 2003","11 Sep 2003","18 Sep 2003","180303-170903 3.215%"
"UNISTEEL TECHNOLOGY LTD","DIVIDEND","09 Sep 2003","11 Sep 2003","23 Sep 2003","20% LESS TAX"
"UNISTEEL TECHNOLOGY LTD","DIVIDEND","09 Sep 2003","11 Sep 2003","23 Sep 2003","50% LESS TAX"
"ASA GROUP HOLDINGS LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","19 Sep 2003","SGD 0.01 ONE-TIER TAX"
"AVAPLAS LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","26 Sep 2003","2% ONE-TIER TAX"
"COMFORTDELGRO CORPORATION LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","23 Sep 2003","4.6% LESS TAX"
"HIAP SENG ENGINEERING LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","23 Sep 2003","SGD 0.005 LESS TAX"
"HIAP SENG ENGINEERING LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","23 Sep 2003","SGD 0.01 LESS TAX"
"JURONG CEMENT LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","22 Sep 2003","SGD 0.01 LESS TAX"
"M1 LIMITED","DIVIDEND","05 Sep 2003","09 Sep 2003","25 Sep 2003","SGD 0.039 ONE-TIER TAX"
"OLS ENTERPRISE LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","29 Sep 2003","SGD 0.0075 LESS TAX"
"OLS ENTERPRISE LTD","DIVIDEND","05 Sep 2003","09 Sep 2003","29 Sep 2003","SGD 0.0075 LESS TAX"
"SING LUN HOLDINGS LIMITED","DIVIDEND","05 Sep 2003","09 Sep 2003","23 Sep 2003","SGD 0.005 LESS TAX"
"THE HOUR GLASS LIMITED","DIVIDEND","05 Sep 2003","09 Sep 2003","23 Sep 2003","2.5% LESS TAX"
"WPG INTERNATIONAL LIMITED","DIVIDEND","05 Sep 2003","09 Sep 2003","19 Sep 2003","1% NET OF TAX"
"CHINA HEALTHCARE LIMITED","DIVIDEND","04 Sep 2003","08 Sep 2003","22 Sep 2003","SGD 0.0025 NET OF TAX"
"FIRST ENGINEERING LTD","DIVIDEND","04 Sep 2003","08 Sep 2003","18 Sep 2003","SGD 0.003 TAX EXEMPT"
"FIRST ENGINEERING LTD","DIVIDEND","04 Sep 2003","08 Sep 2003","18 Sep 2003","SGD 0.003 TAX EXEMPT"
"HDB S$500M4.198%N050913","INTEREST","04 Sep 2003","08 Sep 2003","15 Sep 2003","130303-120903 4.198%"
"INNOVALUES LIMITED","DIVIDEND","04 Sep 2003","08 Sep 2003","18 Sep 2003","SGD 0.01 LESS TAX"
"MAVERIC LTD.","BONUS","04 Sep 2003","08 Sep 2003","","OFFER OF 1 FOR 4"
"POPULAR HOLDINGS LIMITED","DIVIDEND","04 Sep 2003","08 Sep 2003","22 Sep 2003","5% LESS TAX"
"WILLAS-ARRAY ELEC (HLDGS) LTD","DIVIDEND","04 Sep 2003","08 Sep 2003","23 Sep 2003","HKD 0.0449"
"CSA HOLDINGS LTD","DIVIDEND","03 Sep 2003","05 Sep 2003","21 Oct 2003","SCRIP DIV OPT 5% LESS TAX"
"FRASER AND NEAVE LIMITED","ENTITL.","03 Sep 2003","05 Sep 2003","17 Sep 2003","$6.57/CANCEL SH SGD 6.57"
"FRASER AND NEAVE LIMITED","DIVIDEND","03 Sep 2003","05 Sep 2003","17 Sep 2003","$2/CANCELLEDSH SGD 2 NET OF TAX"
"HONG LEONG FINANCE LIMITED","DIVIDEND","03 Sep 2003","05 Sep 2003","19 Sep 2003","SGD 0.05 LESS TAX"
"SINGTEL","DIVIDEND","03 Sep 2003","05 Sep 2003","26 Sep 2003","SGD 0.055 LESS TAX"
